WKN;ARIVA_NAME;JAHR;JAHRES_UEBERSCHUSS;KGV
540740;ceotronics-aktie;2016;1 €;-
540740;ceotronics-aktie;2017;0 €;-
540740;ceotronics-aktie;2018;0 €;-
540740;ceotronics-aktie;2019;2 €;-
540740;ceotronics-aktie;2020;2 €;-
540740;ceotronics-aktie;2021;3 €;-
540740;ceotronics-aktie;2022;-;-
A3CR8A;loncor_gold-aktie;2016;0 CA$;-
A3CR8A;loncor_gold-aktie;2017;0 CA$;-
A3CR8A;loncor_gold-aktie;2018;-1 CA$;-
A3CR8A;loncor_gold-aktie;2019;-2 CA$;-
A3CR8A;loncor_gold-aktie;2020;-2 CA$;-19,30
A3CR8A;loncor_gold-aktie;2021;-4 CA$;-
A3CR8A;loncor_gold-aktie;2022;-;-
A1C3ME;teixeira_duarte-aktie;2015;34 €;3,90
A1C3ME;teixeira_duarte-aktie;2016;20 €;3,60
A1C3ME;teixeira_duarte-aktie;2017;-5 €;-
A1C3ME;teixeira_duarte-aktie;2018;11 €;4,70
A1C3ME;teixeira_duarte-aktie;2019;14 €;5
A1C3ME;teixeira_duarte-aktie;2020;4 €;9
A1C3ME;teixeira_duarte-aktie;2021;-;-
A1EWVR;igp_advantag-aktie;2016;0 €;-
A1EWVR;igp_advantag-aktie;2017;0 €;-
A1EWVR;igp_advantag-aktie;2018;0 €;-
A1EWVR;igp_advantag-aktie;2019;0 €;-
A1EWVR;igp_advantag-aktie;2020;1 €;-
A1EWVR;igp_advantag-aktie;2021;-2 €;-24,22
A1EWVR;igp_advantag-aktie;2022;-;-
514680;delticom-aktie;2016;5 €;47,08
514680;delticom-aktie;2017;1 €;95,83
514680;delticom-aktie;2018;-1 €;-59,83
514680;delticom-aktie;2019;-40 €;-1,40
514680;delticom-aktie;2020;7 €;11,04
514680;delticom-aktie;2021;7 €;13,91
514680;delticom-aktie;2022;-;-
A25429;heidelberger_beteiligungsholding_konv-aktie;2016;3 €;-
A25429;heidelberger_beteiligungsholding_konv-aktie;2017;1 €;-
A25429;heidelberger_beteiligungsholding_konv-aktie;2018;-1 €;-
A25429;heidelberger_beteiligungsholding_konv-aktie;2019;5 €;-
A25429;heidelberger_beteiligungsholding_konv-aktie;2020;-3 €;-9,41
A25429;heidelberger_beteiligungsholding_konv-aktie;2021;3 €;9,78
A25429;heidelberger_beteiligungsholding_konv-aktie;2022;-;-
A0LA9M;esken-aktie;2016;-9 GBX;-
A0LA9M;esken-aktie;2017;100 GBX;-
A0LA9M;esken-aktie;2018;-58 GBX;-
A0LA9M;esken-aktie;2019;-138 GBX;-
A0LA9M;esken-aktie;2020;-155 GBX;-3,41
A0LA9M;esken-aktie;2021;-27 GBX;-12,97
A0LA9M;esken-aktie;2022;-;-
553340;deutsche_grundstuecksauktionen-aktie;2016;1 €;18,66
553340;deutsche_grundstuecksauktionen-aktie;2017;1 €;21,37
553340;deutsche_grundstuecksauktionen-aktie;2018;2 €;15,70
553340;deutsche_grundstuecksauktionen-aktie;2019;0 €;47,74
553340;deutsche_grundstuecksauktionen-aktie;2020;2 €;12,81
553340;deutsche_grundstuecksauktionen-aktie;2021;2 €;17,57
553340;deutsche_grundstuecksauktionen-aktie;2022;-;-
A3E5C4;4_sc-aktie;2016;-11 €;-
A3E5C4;4_sc-aktie;2017;-11 €;-
A3E5C4;4_sc-aktie;2018;-18 €;-
A3E5C4;4_sc-aktie;2019;-14 €;-
A3E5C4;4_sc-aktie;2020;-19 €;-
A3E5C4;4_sc-aktie;2021;-10 €;-
A3E5C4;4_sc-aktie;2022;-;-
A2AA20;df_deutsche_forfait-aktie;2016;68 €;-
A2AA20;df_deutsche_forfait-aktie;2017;-3 €;-
A2AA20;df_deutsche_forfait-aktie;2018;-2 €;-
A2AA20;df_deutsche_forfait-aktie;2019;3 €;-
A2AA20;df_deutsche_forfait-aktie;2020;7 €;-
A2AA20;df_deutsche_forfait-aktie;2021;7 €;-
A2AA20;df_deutsche_forfait-aktie;2022;-;-
912517;cofina-aktie;2015;5 €;9
912517;cofina-aktie;2016;4 €;6,50
912517;cofina-aktie;2017;5 €;9
912517;cofina-aktie;2018;7 €;9,20
912517;cofina-aktie;2019;7 €;5,90
912517;cofina-aktie;2020;2 €;12
912517;cofina-aktie;2021;-;-
A2QEFA;fashionette_ag-aktie;2016;-1 €;-
A2QEFA;fashionette_ag-aktie;2017;0 €;-
A2QEFA;fashionette_ag-aktie;2018;0 €;-
A2QEFA;fashionette_ag-aktie;2019;1 €;-
A2QEFA;fashionette_ag-aktie;2020;1 €;233,93
A2QEFA;fashionette_ag-aktie;2021;-2 €;-80,74
A2QEFA;fashionette_ag-aktie;2022;-;-
800956;regenbogen-aktie;2015;1 €;15,70
800956;regenbogen-aktie;2016;1 €;16,90
800956;regenbogen-aktie;2017;1 €;14,10
800956;regenbogen-aktie;2018;1 €;20,70
800956;regenbogen-aktie;2019;2 €;9,50
800956;regenbogen-aktie;2020;2 €;7,10
800956;regenbogen-aktie;2021;3 €;11,20
938906;impresa-aktie;2015;4 €;19,60
938906;impresa-aktie;2016;3 €;12,20
938906;impresa-aktie;2017;-22 €;-
938906;impresa-aktie;2018;3 €;7,50
938906;impresa-aktie;2019;8 €;4,50
938906;impresa-aktie;2020;11 €;2,10
938906;impresa-aktie;2021;-;-
A1EMG5;sporttotal-aktie;2016;-6 €;-
A1EMG5;sporttotal-aktie;2017;0 €;381
A1EMG5;sporttotal-aktie;2018;-7 €;-
A1EMG5;sporttotal-aktie;2019;-17 €;-
A1EMG5;sporttotal-aktie;2020;-13 €;-
A1EMG5;sporttotal-aktie;2021;-10 €;-
A1EMG5;sporttotal-aktie;2022;-;-
A2GSVV;the_grounds_real_estate_development-aktie;2016;0 €;-
A2GSVV;the_grounds_real_estate_development-aktie;2017;1 €;415,23
A2GSVV;the_grounds_real_estate_development-aktie;2018;4 €;141,30
A2GSVV;the_grounds_real_estate_development-aktie;2019;0 €;-
A2GSVV;the_grounds_real_estate_development-aktie;2020;4 €;218,75
A2GSVV;the_grounds_real_estate_development-aktie;2021;5 €;7,86
A2GSVV;the_grounds_real_estate_development-aktie;2022;-;-
511880;11_88_0_solutions-aktie;2016;-15 €;-1,21
511880;11_88_0_solutions-aktie;2017;-10 €;-2,42
511880;11_88_0_solutions-aktie;2018;-3 €;-8,11
511880;11_88_0_solutions-aktie;2019;-3 €;-12,45
511880;11_88_0_solutions-aktie;2020;-2 €;-16,78
511880;11_88_0_solutions-aktie;2021;1 €;52,67
511880;11_88_0_solutions-aktie;2022;-;-
A2LQUA;creditshelf-aktie;2016;-1 €;-
A2LQUA;creditshelf-aktie;2017;-1 €;-
A2LQUA;creditshelf-aktie;2018;-6 €;-14,04
A2LQUA;creditshelf-aktie;2019;-5 €;-14,01
A2LQUA;creditshelf-aktie;2020;-5 €;-10,23
A2LQUA;creditshelf-aktie;2021;-2 €;-1.790
A2LQUA;creditshelf-aktie;2022;-;-
A1RFMY;rcm_beteiligungs-aktie;2016;1 €;-
A1RFMY;rcm_beteiligungs-aktie;2017;1 €;-
A1RFMY;rcm_beteiligungs-aktie;2018;2 €;-
A1RFMY;rcm_beteiligungs-aktie;2019;3 €;-
A1RFMY;rcm_beteiligungs-aktie;2020;3 €;8,08
A1RFMY;rcm_beteiligungs-aktie;2021;2 €;11,26
A1RFMY;rcm_beteiligungs-aktie;2022;-;-
A1RFMZ;sm_wirtschaftsberatungs-aktie;2016;1 €;-
A1RFMZ;sm_wirtschaftsberatungs-aktie;2017;0 €;5,71
A1RFMZ;sm_wirtschaftsberatungs-aktie;2018;2 €;4,81
A1RFMZ;sm_wirtschaftsberatungs-aktie;2019;2 €;15
A1RFMZ;sm_wirtschaftsberatungs-aktie;2020;1 €;17,57
A1RFMZ;sm_wirtschaftsberatungs-aktie;2021;1 €;18,57
A1RFMZ;sm_wirtschaftsberatungs-aktie;2022;-;-
A2E4LE;voltabox-aktie;2016;0 €;-
A2E4LE;voltabox-aktie;2017;10 €;-
A2E4LE;voltabox-aktie;2018;3 €;76,60
A2E4LE;voltabox-aktie;2019;-102 €;-
A2E4LE;voltabox-aktie;2020;-37 €;-
A2E4LE;voltabox-aktie;2021;-13 €;-
A2E4LE;voltabox-aktie;2022;-;-
164456;erlebnis_akademie-aktie;2016;1 €;16,20
164456;erlebnis_akademie-aktie;2017;2 €;12,80
164456;erlebnis_akademie-aktie;2018;1 €;23,90
164456;erlebnis_akademie-aktie;2019;2 €;15,80
164456;erlebnis_akademie-aktie;2020;1 €;34,50
164456;erlebnis_akademie-aktie;2021;2 €;23,70
164456;erlebnis_akademie-aktie;2022;-;-
555869;paragon-aktie;2016;4 €;52,56
555869;paragon-aktie;2017;-1 €;-524,53
555869;paragon-aktie;2018;2 €;33,62
555869;paragon-aktie;2019;-83 €;-0,79
555869;paragon-aktie;2020;-28 €;-1,59
555869;paragon-aktie;2021;-11 €;-51,29
555869;paragon-aktie;2022;-;-
785747;klassik_radio-aktie;2016;2 €;-
785747;klassik_radio-aktie;2017;1 €;-
785747;klassik_radio-aktie;2018;2 €;-
785747;klassik_radio-aktie;2019;2 €;20,16
785747;klassik_radio-aktie;2020;0 €;287,50
785747;klassik_radio-aktie;2021;1 €;19,82
785747;klassik_radio-aktie;2022;-;-
A2E4SV;cyan-aktie;2016;1 €;-
A2E4SV;cyan-aktie;2017;0 €;-
A2E4SV;cyan-aktie;2018;0 €;-2.598
A2E4SV;cyan-aktie;2019;5 €;45
A2E4SV;cyan-aktie;2020;-9 €;-13,47
A2E4SV;cyan-aktie;2021;-14 €;-2,53
A2E4SV;cyan-aktie;2022;-;-
A0Z25L;deutsche_biotech_innovativ-aktie;2014;0 €;-
A0Z25L;deutsche_biotech_innovativ-aktie;2015;-1 €;-
A0Z25L;deutsche_biotech_innovativ-aktie;2016;0 €;-
A0Z25L;deutsche_biotech_innovativ-aktie;2017;0 €;-
A0Z25L;deutsche_biotech_innovativ-aktie;2018;0 €;-
A0Z25L;deutsche_biotech_innovativ-aktie;2019;0 €;-
A0Z25L;deutsche_biotech_innovativ-aktie;2020;-;-
A2JE3W;asmallworld-aktie;2016;-1 CHF;-
A2JE3W;asmallworld-aktie;2017;-3 CHF;-
A2JE3W;asmallworld-aktie;2018;-3 CHF;-14,11
A2JE3W;asmallworld-aktie;2019;1 CHF;24,55
A2JE3W;asmallworld-aktie;2020;1 CHF;58
A2JE3W;asmallworld-aktie;2021;2 CHF;23,54
A2JE3W;asmallworld-aktie;2022;-;-
548956;united_labels-aktie;2016;-2 €;-11,24
548956;united_labels-aktie;2017;0 €;40
548956;united_labels-aktie;2018;1 €;28,25
548956;united_labels-aktie;2019;-5 €;-2,09
548956;united_labels-aktie;2020;1 €;9,64
548956;united_labels-aktie;2021;0 €;-244
548956;united_labels-aktie;2022;-;-
A0LA30;tick_trading_software-aktie;2016;-;-
A0LA30;tick_trading_software-aktie;2017;-;-
A0LA30;tick_trading_software-aktie;2018;-;-
A0LA30;tick_trading_software-aktie;2019;-;-
A0LA30;tick_trading_software-aktie;2020;-;-
A0LA30;tick_trading_software-aktie;2021;6 €;8,30
A0LA30;tick_trading_software-aktie;2022;-;-
A289B0;teles_informationstechnologien-aktie;2016;3 €;1,20
A289B0;teles_informationstechnologien-aktie;2017;1 €;11
A289B0;teles_informationstechnologien-aktie;2018;-3 €;-
A289B0;teles_informationstechnologien-aktie;2019;4 €;0,70
A289B0;teles_informationstechnologien-aktie;2020;1 €;6,70
A289B0;teles_informationstechnologien-aktie;2021;0 €;-
A289B0;teles_informationstechnologien-aktie;2022;-;-
A1681X;singulus_technologies-aktie;2016;19 €;2,02
A1681X;singulus_technologies-aktie;2017;-3 €;-41,36
A1681X;singulus_technologies-aktie;2018;1 €;101,67
A1681X;singulus_technologies-aktie;2019;-11 €;-4,09
A1681X;singulus_technologies-aktie;2020;-;-
A1681X;singulus_technologies-aktie;2021;-;-
A1681X;singulus_technologies-aktie;2022;-;-
A141J3;corestate_capital_holding-aktie;2015;-;-
A141J3;corestate_capital_holding-aktie;2016;-;15,80
